F,URB type,usb.urb_type,FT_CHAR,usb,BASE_HEX,0x0,
F,URB transfer type,usb.transfer_type,FT_UINT8,usb,BASE_HEX,0x0,
F,Endpoint,usb.endpoint_address,FT_UINT8,usb,BASE_HEX,0x0,USB endpoint address
F,Direction,usb.endpoint_address.direction,FT_UINT8,usb,BASE_DEC,0x80,USB endpoint direction
F,Endpoint number,usb.endpoint_address.number,FT_UINT8,usb,BASE_DEC,0xf,USB endpoint number
F,Device,usb.device_address,FT_UINT8,usb,BASE_DEC,0x0,USB device address
F,URB bus id,usb.bus_id,FT_UINT16,usb,BASE_DEC,0x0,
F,Device setup request,usb.setup_flag,FT_STRING,usb,,0x0,USB device setup request is relevant (0) or not
F,Data,usb.data_flag,FT_STRING,usb,,0x0,USB data is present (0) or not
F,URB sec,usb.urb_ts_sec,FT_UINT64,usb,BASE_DEC,0x0,
F,URB usec,usb.urb_ts_usec,FT_UINT32,usb,BASE_DEC,0x0,
F,URB status,usb.urb_status,FT_INT32,usb,BASE_DEC,0x0,
F,URB length [bytes],usb.urb_len,FT_UINT32,usb,BASE_DEC,0x0,URB length in bytes
F,Data length [bytes],usb.data_len,FT_UINT32,usb,BASE_DEC,0x0,URB data length in bytes
F,Unused Setup Header,usb.unused_setup_header,FT_NONE,usb,,0x0,
F,Start frame,usb.start_frame,FT_UINT32,usb,BASE_DEC,0x0,
F,Copy of Transfer Flags,usb.copy_of_transfer_flags,FT_UINT32,usb,BASE_HEX,0x0,
F,Short not OK,usb.transfer_flags.short_not_ok,FT_BOOLEAN,usb,32,0x1,
F,ISO ASAP,usb.transfer_flags.iso_asap,FT_BOOLEAN,usb,32,0x2,
F,No transfer DMA map,usb.transfer_flags.no_transfer_dma_map,FT_BOOLEAN,usb,32,0x4,
F,No FSBR,usb.transfer_flags.no_fsbr,FT_BOOLEAN,usb,32,0x20,
F,Zero Packet,usb.transfer_flags.zero_packet,FT_BOOLEAN,usb,32,0x40,
F,No Interrupt,usb.transfer_flags.no_interrupt,FT_BOOLEAN,usb,32,0x80,
F,Free Buffer,usb.transfer_flags.free_buffer,FT_BOOLEAN,usb,32,0x100,
F,Dir IN,usb.transfer_flags.dir_in,FT_BOOLEAN,usb,32,0x200,
F,DMA Map Single,usb.transfer_flags.dma_map_single,FT_BOOLEAN,usb,32,0x10000,
F,DMA Map Page,usb.transfer_flags.dma_map_page,FT_BOOLEAN,usb,32,0x20000,
F,DMA Map SG,usb.transfer_flags.dma_map_sg,FT_BOOLEAN,usb,32,0x40000,
F,Map Local,usb.transfer_flags.map_local,FT_BOOLEAN,usb,32,0x80000,
F,Setup Map Single,usb.transfer_flags.setup_map_single,FT_BOOLEAN,usb,32,0x100000,
F,Setup Map Local,usb.transfer_flags.setup_map_local,FT_BOOLEAN,usb,32,0x200000,
F,DMA S-G Combined,usb.transfer_flags.dma_sg_combined,FT_BOOLEAN,usb,32,0x400000,
F,Aligned Temp Buffer,usb.transfer_flags.aligned_temp_buffer,FT_BOOLEAN,usb,32,0x800000,
F,USBPcap pseudoheader length,usb.usbpcap_header_len,FT_UINT16,usb,BASE_DEC,0x0,
F,IRP ID,usb.irp_id,FT_UINT64,usb,BASE_HEX,0x0,
F,IRP USBD_STATUS,usb.usbd_status,FT_UINT32,usb,BASE_HEX,0x0,USB request status value
F,URB Function,usb.function,FT_UINT16,usb,BASE_HEX,0x0,
F,IRP information,usb.irp_info,FT_UINT8,usb,BASE_HEX,0x0,
F,Reserved,usb.irp_info.reserved,FT_UINT8,usb,BASE_HEX,0xfe,
F,Direction,usb.irp_info.direction,FT_UINT8,usb,BASE_HEX,0x1,
F,Control transfer stage,usb.control_stage,FT_UINT8,usb,BASE_DEC,0x0,
F,Isochronous transfer start frame,usb.win32.iso_frame,FT_UINT32,usb,BASE_DEC,0x0,
F,Isochronous transfer number of packets,usb.win32.iso_num_packets,FT_UINT32,usb,BASE_DEC,0x0,
F,Isochronous transfer error count,usb.win32.iso_error_count,FT_UINT32,usb,BASE_DEC,0x0,
F,ISO Data offset,usb.win32.iso_offset,FT_UINT32,usb,BASE_HEX,0x0,
F,ISO Data length,usb.win32.iso_data_len,FT_UINT32,usb,BASE_HEX,0x0,
F,ISO USBD status,usb.win32.iso_status,FT_UINT32,usb,BASE_HEX,0x0,
F,Darwin header bcdVersion,usb.darwin.bcdVersion,FT_UINT16,usb,BASE_HEX,0x0,
F,Darwin header length,usb.darwin.header_len,FT_UINT8,usb,BASE_DEC,0x0,
F,Request type,usb.darwin.request_type,FT_UINT8,usb,BASE_DEC,0x0,
F,I/O length [bytes],usb.darwin.io_len,FT_UINT32,usb,BASE_DEC,0x0,Request length in bytes
F,Request status,usb.darwin.io_status,FT_UINT32,usb,BASE_HEX,0x0,USB request status
F,Isochronous transfer number of frames,usb.darwin.io_frame_count,FT_UINT32,usb,BASE_DEC,0x0,
F,I/O ID,usb.darwin.io_id,FT_UINT64,usb,BASE_HEX,0x0,
F,Device location ID,usb.darwin.location_id,FT_UINT32,usb,BASE_HEX,0x0,
F,Device speed,usb.darwin_device_speed,FT_UINT8,usb,BASE_DEC,0x0,
F,USB device index,usb.darwin.device_address,FT_UINT8,usb,BASE_DEC,0x0,
F,Endpoint address,usb.darwin.endpoint_address,FT_UINT8,usb,BASE_HEX,0x0,Endpoint address and direction
F,Endpoint transfer type,usb.darwin.endpoint_type,FT_UINT8,usb,BASE_DEC,0x0,
F,Frame status,usb.darwin.iso.status,FT_UINT32,usb,BASE_HEX,0x0,
F,Frame timestamp,usb.darwin.iso.timestamp,FT_UINT64,usb,BASE_HEX,0x0,
F,Frame number,usb.darwin.iso.frame_number,FT_UINT64,usb,BASE_HEX,0x0,
F,bmRequestType,usb.bmRequestType,FT_UINT8,usb,BASE_HEX,0x0,
F,CONTROL response data,usb.control.Response,FT_BYTES,usb,,0x0,
F,bRequest,usb.setup.bRequest,FT_UINT8,usb,BASE_DEC,0x0,
F,wValue,usb.setup.wValue,FT_UINT16,usb,BASE_HEX,0x0,
F,wIndex,usb.setup.wIndex,FT_UINT16,usb,BASE_DEC_HEX,0x0,
F,wLength,usb.setup.wLength,FT_UINT16,usb,BASE_DEC,0x0,
F,wFeatureSelector,usb.setup.wFeatureSelector,FT_UINT16,usb,BASE_DEC,0x0,
F,wInterface,usb.setup.wInterface,FT_UINT16,usb,BASE_DEC,0x0,
F,wEndpoint,usb.setup.wEndpoint,FT_UINT16,usb,BASE_DEC,0x0,
F,wStatus,usb.setup.wStatus,FT_UINT16,usb,BASE_HEX,0x0,
F,wFrameNumber,usb.setup.wFrameNumber,FT_UINT16,usb,BASE_DEC,0x0,
F,ISO error count,usb.iso.error_count,FT_UINT16,usb,BASE_DEC,0x0,
F,Number of ISO descriptors,usb.iso.numdesc,FT_UINT16,usb,BASE_DEC,0x0,
F,Status,usb.iso.iso_status,FT_INT32,usb,BASE_DEC,0x0,ISO descriptor status
F,Offset [bytes],usb.iso.iso_off,FT_UINT32,usb,BASE_DEC,0x0,ISO data offset in bytes starting from the end of the last ISO descriptor
F,Length [bytes],usb.iso.iso_len,FT_UINT32,usb,BASE_DEC,0x0,ISO data length in bytes
F,Actual Length [bytes],usb.iso.iso_actual_len,FT_UINT32,usb,BASE_DEC,0x0,ISO data actual length in bytes
F,Padding,usb.iso.pad,FT_UINT32,usb,BASE_HEX,0x0,Padding field of ISO descriptor structure
F,ISO Data,usb.iso.data,FT_BYTES,usb,,0x0,
F,Leftover Capture Data,usb.capdata,FT_BYTES,usb,,0x0,Padding added by the USB capture system
F,Direction,usb.bmRequestType.direction,FT_BOOLEAN,usb,8,0x80,
F,Type,usb.bmRequestType.type,FT_UINT8,usb,BASE_HEX,0x60,
F,Recipient,usb.bmRequestType.recipient,FT_UINT8,usb,BASE_HEX,0x1f,
F,bDescriptorType,usb.bDescriptorType,FT_UINT8,usb,BASE_HEX,0x0,
F,GET DESCRIPTOR Response data,usb.getDescriptor.Response,FT_BYTES,usb,,0x0,
F,Descriptor Index,usb.DescriptorIndex,FT_UINT8,usb,BASE_HEX,0x0,
F,Language Id,usb.LanguageId,FT_UINT16,usb,BASE_HEX,0x0,
F,bLength,usb.bLength,FT_UINT8,usb,BASE_DEC,0x0,
F,bcdUSB,usb.bcdUSB,FT_UINT16,usb,BASE_HEX,0x0,
F,bDeviceClass,usb.bDeviceClass,FT_UINT8,usb,BASE_HEX,0x0,
F,bDeviceSubClass,usb.bDeviceSubClass,FT_UINT8,usb,BASE_DEC,0x0,
F,bDeviceProtocol,usb.bDeviceProtocol,FT_UINT8,usb,BASE_DEC,0x0,
F,bMaxPacketSize0,usb.bMaxPacketSize0,FT_UINT8,usb,BASE_DEC,0x0,
F,idVendor,usb.idVendor,FT_UINT16,usb,BASE_HEX,0x0,
F,idProduct,usb.idProduct,FT_UINT16,usb,BASE_HEX,0x0,
F,bcdDevice,usb.bcdDevice,FT_UINT16,usb,BASE_HEX,0x0,
F,iManufacturer,usb.iManufacturer,FT_UINT8,usb,BASE_DEC,0x0,
F,iProduct,usb.iProduct,FT_UINT8,usb,BASE_DEC,0x0,
F,iSerialNumber,usb.iSerialNumber,FT_UINT8,usb,BASE_DEC,0x0,
F,bNumConfigurations,usb.bNumConfigurations,FT_UINT8,usb,BASE_DEC,0x0,
F,wLANGID,usb.wLANGID,FT_UINT16,usb,BASE_HEX,0x0,
F,bString,usb.bString,FT_STRING,usb,,0x0,
F,bInterfaceNumber,usb.bInterfaceNumber,FT_UINT8,usb,BASE_DEC,0x0,
F,bAlternateSetting,usb.bAlternateSetting,FT_UINT8,usb,BASE_DEC,0x0,
F,bNumEndpoints,usb.bNumEndpoints,FT_UINT8,usb,BASE_DEC,0x0,
F,bInterfaceClass,usb.bInterfaceClass,FT_UINT8,usb,BASE_HEX,0x0,
F,bInterfaceSubClass,usb.bInterfaceSubClass,FT_UINT8,usb,BASE_HEX,0x0,
F,bInterfaceProtocol,usb.bInterfaceProtocol,FT_UINT8,usb,BASE_HEX,0x0,
F,iInterface,usb.iInterface,FT_UINT8,usb,BASE_DEC,0x0,
F,bEndpointAddress,usb.bEndpointAddress,FT_UINT8,usb,BASE_HEX,0x0,
F,Configuration bmAttributes,usb.configuration.bmAttributes,FT_UINT8,usb,BASE_HEX,0x0,
F,bmAttributes,usb.bmAttributes,FT_UINT8,usb,BASE_HEX,0x0,
F,Transfertype,usb.bmAttributes.transfer,FT_UINT8,usb,BASE_HEX,0x3,
F,Synchronisationtype,usb.bmAttributes.sync,FT_UINT8,usb,BASE_HEX,0xc,
F,Behaviourtype,usb.bmAttributes.behaviour,FT_UINT8,usb,BASE_HEX,0x30,
F,wMaxPacketSize,usb.wMaxPacketSize,FT_UINT16,usb,BASE_DEC,0x0,
F,Maximum Packet Size,usb.wMaxPacketSize.size,FT_UINT16,usb,BASE_DEC,0x3ff,
F,Transactions per microframe,usb.wMaxPacketSize.slots,FT_UINT16,usb,BASE_DEC,0x1800,
F,bInterval,usb.bInterval,FT_UINT8,usb,BASE_DEC,0x0,
F,bMaxBurst,usb.bMaxBurst,FT_UINT8,usb,BASE_DEC,0x0,Valid values are from 0 to 15. For control endpoints this value shall be 0.
F,MaxStreams,usb.bmAttributes.MaxStreams,FT_UINT8,usb,BASE_DEC,0xf,Number of streams = 2 to the power MaxStreams
F,Mult,usb.bmAttributes.Mult,FT_UINT8,usb,BASE_DEC,0x3,Maximum number of packets = bMaxBurst * (Mult + 1)
F,wBytesPerInterval,usb.wBytesPerInterval,FT_UINT16,usb,BASE_DEC,0x0,
F,wTotalLength,usb.wTotalLength,FT_UINT16,usb,BASE_DEC,0x0,
F,bNumInterfaces,usb.bNumInterfaces,FT_UINT8,usb,BASE_DEC,0x0,
F,bConfigurationValue,usb.bConfigurationValue,FT_UINT8,usb,BASE_DEC,0x0,
F,iConfiguration,usb.iConfiguration,FT_UINT8,usb,BASE_DEC,0x0,
F,bMaxPower,usb.bMaxPower,FT_UINT8,usb,BASE_DEC,0x0,
F,Must be 1,usb.configuration.legacy10buspowered,FT_BOOLEAN,usb,8,0x80,Legacy USB 1.0 bus powered
F,Self-Powered,usb.configuration.selfpowered,FT_BOOLEAN,usb,8,0x40,
F,Remote Wakeup,usb.configuration.remotewakeup,FT_BOOLEAN,usb,8,0x20,
F,Endpoint Number,usb.bEndpointAddress.number,FT_UINT8,usb,BASE_HEX,0xf,
F,Direction,usb.bEndpointAddress.direction,FT_BOOLEAN,usb,8,0x80,
F,Request in,usb.request_in,FT_FRAMENUM,usb,,0x0,The request to this packet is in this packet
F,Time from request,usb.time,FT_RELATIVE_TIME,usb,,0x0,Time between Request and Response for USB cmds
F,Response in,usb.response_in,FT_FRAMENUM,usb,,0x0,The response to this packet is in this packet
F,bFirstInterface,usb.bFirstInterface,FT_UINT8,usb,BASE_DEC,0x0,
F,bInterfaceCount,usb.bInterfaceCount,FT_UINT8,usb,BASE_DEC,0x0,
F,bFunctionClass,usb.bFunctionClass,FT_UINT8,usb,BASE_HEX,0x0,
F,bFunctionSubClass,usb.bFunctionSubClass,FT_UINT8,usb,BASE_HEX,0x0,
F,bFunctionProtocol,usb.bFunctionProtocol,FT_UINT8,usb,BASE_HEX,0x0,
F,iFunction,usb.iFunction,FT_UINT8,usb,BASE_DEC,0x0,
F,Data Fragment,usb.data_fragment,FT_BYTES,usb,,0x0,
F,Source,usb.src,FT_STRING,usb,,0x0,
F,Destination,usb.dst,FT_STRING,usb,,0x0,
F,Source or Destination,usb.addr,FT_STRING,usb,,0x0,
F,Not dissected yet (report to wireshark.org),usb.undecoded,FT_NONE,usb,,0x0,
F,Invalid STRING DESCRIPTOR Length (must be even),usb.bLength.even,FT_NONE,usb,,0x0,
F,Invalid STRING DESCRIPTOR Length (must be 2 or larger),usb.bLength.too_short,FT_NONE,usb,,0x0,
F,Invalid descriptor length,usb.desc_length.invalid,FT_NONE,usb,,0x0,
F,Only control URBs may contain a setup packet,usb.setup.invalid,FT_NONE,usb,,0x0,
F,SuperSpeed Endpoint Companion must come after Endpoint Descriptor,usb.bmAttributes.invalid_order,FT_NONE,usb,,0x0,
F,USBPcap did not recognize URB Function code (report to desowin.org/USBPcap),usb.usbpcap.unknown_urb,FT_NONE,usb,,0x0,
