P,Line-Identification,bcp_ncp.opt.line_id
P,MAC-Support,bcp_ncp.opt.mac_sup
P,Tinygram-Compression,bcp_ncp.opt.tinygram_comp
P,LAN-Identification (obsoleted),bcp_ncp.opt.lan_id
P,MAC-Address,bcp_ncp.opt.mac_addr
P,Spanning-Tree-Protocol (old formatted),bcp_ncp.opt.stp
P,IEEE 802 Tagged Frame,bcp_ncp.opt.ieee_802_tagged_frame
P,Management Inline,bcp_ncp.opt.management_inline
P,Bridge Control Packet Indicator,bcp_ncp.opt.bcp_ind
P,BCTP Q.1990,bctp
P,Blocks Extensible Exchange Protocol,beep
P,Bencode,bencode
P,Basic Encoding Rules (ASN.1 X.690),ber
P,Binary Floor Control Protocol,bfcp
P,Bidirectional Forwarding Detection Control Message,bfd
P,Border Gateway Protocol,bgp
P,Bearer Independent Call Control,bicc
P,3GPP BICC MST,bicc_mst
P,Bitcoin protocol,bitcoin
P,BitTorrent,bittorrent
P,Canon BJNP,bjnp
P,BLIP Couchbase Mobile,blip
P,bluecom Protocol,bluecom
P,Bluetooth,bluetooth
P,Broadcast/Multicast Control,bmc
P,BGP Monitoring Protocol,bmp
P,Wellfleet Breath of Life,bofl
P,Boot Parameters,bootparams
P,Spanning Tree Protocol,stp
P,Amateur Radio BPQ,bpq
P,Broadcom tag protocol,brcm-tag
P,Boardwalk,brdwlk
P,BRP Protocol,brp
P,BSSAP/BSAP,bssap
P,BSSAP2,bssap_plus
P,Base Station Subsystem GPRS Protocol,bssgp
P,Bluetooth 3DS Profile,bt3ds
P,BitTorrent DHT Protocol,bt-dht
P,uTorrent Transport Protocol,bt-utp
P,Bluetooth A2DP Profile,bta2dp
P,Bluetooth A2DP Content Protection Header SCMS-T,bta2dp_content_protection_header_scms_t
P,AltBeacon,alt_beacon
P,Apple iBeacon,ibeacon
P,Bluetooth AMP Packet,btamp
P,Bluetooth Attribute Protocol,btatt
P,Bluetooth AVCTP Protocol,btavctp
P,Bluetooth AVDTP Protocol,btavdtp
P,Bluetooth AVRCP Profile,btavrcp
P,Bluetooth BNEP Protocol,btbnep
P,Bluetooth Pseudoheader for BR/EDR,btbredr_rf
P,Bluetooth Common,btcommon
P,Bluetooth DUN Packet,btdun
P,Bluetooth GATT Attribute Protocol,btgatt
P,Bluetooth GNSS Profile,btgnss
P,Bluetooth HCI ACL Packet,bthci_acl
P,Bluetooth HCI Command,bthci_cmd
P,Bluetooth HCI Event,bthci_evt
P,Bluetooth HCI SCO Packet,bthci_sco
P,Bluetooth Broadcom HCI,bthci_vendor.broadcom
P,Bluetooth Intel HCI,bthci_vendor.intel
P,Bluetooth HCRP Profile,bthcrp
P,Bluetooth HFP Profile,bthfp
P,Bluetooth HID Profile,bthid
P,Bluetooth HSP Profile,bthsp
P,Bluetooth L2CAP Protocol,btl2cap
P,Bluetooth Low Energy Link Layer,btle
P,Bluetooth Low Energy RF Info,btle_rf
P,Bluetooth MCAP Protocol,btmcap
P,Bluetooth Mesh,btmesh
P,Bluetooth Mesh Beacon,beacon
P,Bluetooth Mesh PB-ADV,pbadv
P,Bluetooth Mesh Provisioning PDU,provisioning
P,Bluetooth Mesh Proxy,btmproxy
P,BTP-A,btpa
P,BTP-B,btpb
P,Bluetooth RFCOMM Protocol,btrfcomm
P,Bluetooth SAP Profile,btsap
P,Bluetooth SDP Protocol,btsdp
P,Bluetooth Security Manager Protocol,btsmp
P,Symbian OS BTSNOOP File Format,btsnoop
P,Bluetooth SPP Packet,btspp
P,Bluetooth VDP Profile,btvdp
P,Bluetooth VDP Content Protection Header SCMS-T,btvdp_content_protection_header_scms_t
P,DCE/DFS BUDB,budb
P,Bundle Protocol,bundle
P,DTN TCP Convergence Layer Protocol,tcpcl
P,DCE/RPC BUTC,butc
P,BACnet Virtual Link Control,bvlc
P,Bazaar Smart Protocol,bzr
P,ANSI C12.22,c1222
P,C15 Call History Common Header Protocol,c15.ch
P,C15 Call History Protocol,c15
P,C15 Tone,c15.tone
P,C15 Incoming GWE,c15.inc_gwe
P,C15 Outgoing GWE,c15.out_gwe
P,C15 Call History Heartbeat Protocol,c15hbeat
P,Calculation Application Protocol,calcappprotocol
P,Camel,camel
P,Controller Area Network over Ethernet,caneth
P,CANopen,canopen
P,Control And Provisioning of Wireless Access Points - Control,capwap
P,Control And Provisioning of Wireless Access Points - Data,capwap.data
P,Card Application Tookit ETSI TS 102.223,etsi_cat
P,Common Address Redundancy Protocol,carp
P,Cast Client Control Protocol,cast
P,Catapult DCT2000 packet,dct2000
P,ETSI Card Application Toolkit Transport Protocol,cattp
P,PPP Callback Control Protocol,cbcp
P,No callback,cbcp.opt.no_callback
P,Callback to a user-specified number,cbcp.opt.callback_user
P,Callback to a pre-specified or admin-specified number,cbcp.opt.callback_admin
P,Callback to any of a list of numbers,cbcp.opt.callback_list
P,Concise Binary Object Representation,cbor
P,Citizen Broadband Radio Service - Object Identifiers,cbrs_oids
P,GSM Cell Broadcast Service,gsm_cbs
P,3GPP/GSM Cell Broadcast Service Protocol,cbsp
P,USB CCID,usbccid
P,PPP Compression Control Protocol,ccp
P,OUI,ccp.opt.oui
P,Predictor type 1,ccp.opt.predict1
P,Predictor type 2,ccp.opt.predict2
P,Puddle Jumper,ccp.opt.puddle
P,Hewlett-Packard PPC,ccp.opt.hpppc
P,Stac Electronics LZS,ccp.opt.stac
P,Stac Electronics LZS (Ascend Proprietary version),ccp.opt.stac_ascend
P,Microsoft PPE/PPC,ccp.opt.mppe
P,Gandalf FZA,ccp.opt.gfza
P,V.42bis compression,ccp.opt.v42bis
P,BSD LZW Compress,ccp.opt.bsdcomp
P,LZS-DCP,ccp.opt.lzsdcp
P,MVRCA (Magnalink),ccp.opt.mvrca
P,PPP for Data Compression in Data Circuit-Terminating Equipment (DCE),ccp.opt.dce
P,Deflate,ccp.opt.deflate
P,V.44/LZJH compression,ccp.opt.v44lzjh
P,CCSDS,ccsds
P,H.324/CCSRL,ccsrl
P,CDMA2K,cdma2k
P,Cisco Discovery Protocol,cdp
P,PPP CDP Control Protocol,cdpcp
P,CDS Clerk Server Calls,cds_clerkserver
P,DCE/RPC CDS Solicitation,cds_solicit
P,Compressed Data Type,cdt
P,Common External Message Interface,cemi
P,Ceph,ceph
P,PKIX CERT File Format,pkix-cert
P,Circuit Emulation Service over Ethernet,cesoeth
P,CFDP,cfdp
P,CFM EOAM 802.1ag/ITU Protocol,cfm
P,Cisco Group Management Protocol,cgmp
P,PPP Challenge Handshake Authentication Protocol,chap
P,Character Generator Protocol,chargen
P,Charging ASE,chargingase
P,Cisco HDLC,chdlc
P,Common Image Generator Interface,cigi
P,Computer Interface to Message Distribution,cimd
P,Cimetrics MS/TP,cimetrics
P,Common Industrial Protocol,cip
P,CIP Class Generic,cipcls
P,CIP Connection Manager,cipcm
P,CIP PCCC Object,cippccc
P,CIP Modbus Object,cipmb
P,CIP Connection Configuration Object,cipcco
P,Common Industrial Protocol, Motion,cipm
P,Common Industrial Protocol, Motion - Rev 3,cipm3
P,Common Industrial Protocol, Safety,cipsafety
P,Common Industrial Protocol, Safety - Base - Data,cipsafety_bd
P,Common Industrial Protocol, Safety - Extended - Data,cipsafety_ed
P,Common Industrial Protocol, Safety - Base - Time Coordination,cipsafety_bt
P,Common Industrial Protocol, Safety - Extended - Time Coordination,cipsafety_et
P,CIP Safety Supervisor,cipssupervisor
P,CIP Safety Validator,cipsvalidator
P,CableLabs Layer 3 Protocol,cl3
P,CableLabs Dual-Channel Wi-Fi,cl3dcw
P,Simple Traversal of UDP Through NAT,classicstun
P,Clearcase NFS,clearcase
P,Classical IP frame,clip
P,Clique Reliable Multicast Protocol,clique-rm
P,ISO 8473/X.233 CLNP ConnectionLess Network Protocol,clnp
P,ISO 9548-1 OSI Connectionless Session Protocol,clsp
P,ISO 8602/X.234 CLTP ConnectionLess Transport Protocol,cltp
P,Cisco MetaData,cmd
P,X711 CMIP,cmip
P,Certificate Management Protocol,cmp
P,China Mobile Point to Point Protocol,cmpp
P,Cryptographic Message Syntax,cms
P,Component Network over IP,cnip
P,Constrained Application Protocol,coap
P,collectd network data,collectd
P,PPP Compressed Datagram,comp_data
P,Component Status Protocol,componentstatusprotocol
P,DCE/RPC Conversation Manager,conv
P,Common Open Policy Service,cops
P,Totemnet Layer of Corosync Cluster Engine,corosync_totemnet
P,Totem Single Ring Protocol implemented in Corosync Cluster Engine,corosync_totemsrp
P,CoSine IPNOS L2 debug output,cosine
P,ISO 8073/X.224 COTP Connection-Oriented Transport Protocol,cotp
P,Couchbase Protocol,couchbase
P,CP2179 Protocol,cp2179
P,Cross Point Frame Injector,cpfi
P,Check Point High Availability Protocol,cpha
P,DNS Control Program Server,cprpc_server
P,Cassandra CQL Protocol,cql
P,Credential Security Support Provider,credssp
P,Certificate Request Message Format,crmf
P,CSM_ENCAPS,csm_encaps
P,CSN.1,csn1
P,Cluster TDB,ctdb
P,Common Unix Printing System (CUPS) Browsing Protocol,cups
P,CVS pserver,cvspserver
P,Cisco Wireless IDS Captures,cwids
P,Digital Audio Access Protocol,daap
P,X.519 Directory Access Protocol,dap
P,Data,data
P,Daytime Protocol,daytime
P,Dropbox LAN sync Protocol,db-lsp
P,Dropbox LAN sync Discovery Protocol,db-lsp-disc
P,D-Bus,dbus
P,Distributed Checksum Clearinghouse protocol,dcc
P,Datagram Congestion Control Protocol,dccp
P,DCE/RPC UpServer,dce_update
P,Distributed Computing Environment / Remote Procedure Call (DCE/RPC),dcerpc
P,Microsoft AT-Scheduler Service,atsvc
P,DCE DFS Basic Overseer Server,bossvr
P,RPC Browser,rpc_browser
P,Failover Cluster Management API (clusapi),clusapi
P,DNS Server,dnsserver
P,Active Directory Setup,dssetup
P,EFS (pidl),efs
P,Event Logger,eventlog
P,Microsoft File Replication Service API,frsapi
P,File Replication Service,frsrpc
P,File Replication Service DFS-R,frstrans
P,File Server Remote VSS Protocol,fsrvp
P,Init shutdown service,initshutdown
P,Local Security Authority,lsarpc
P,Exchange 5.5 EMSMDB,mapi
P,Spotlight metadata search service,mdssvc
P,Microsoft Messenger Service,messenger
P,MISC (pidl),misc
P,Settings for Microsoft Distributed File System,netdfs
P,Microsoft Network Logon,rpc_netlogon
P,Exchange 5.5 Name Service Provider,nspi
P,Microsoft Plug and Play service,pnp
P,Exchange 2003 Directory Request For Response,rfr
P,Microsoft Routing and Remote Access Service,rras
P,RS Interface properties,rs_plcy
P,SAMR (pidl),samr
P,Microsoft Spool Subsystem,spoolss
P,Server Service,srvsvc
P,Microsoft Service Control,svcctl
P,Microsoft Telephony API Service,tapi
P,Microsoft Distributed Link Tracking Server Service,trksvr
P,Remote Registry Service,winreg
P,SMB Witness Service,witness
P,Workstation Service,wkssvc
P,Wireless Configuration Service,wzcsvc
P,DICOM,dicom
P,DCOM,dcom
P,DCOM IDispatch,dispatch
P,DCOM IProvideClassInfo,provideclassinfo
P,DCOM ITypeInfo,typeinfo
P,ETSI Distribution & Communication Protocol (for DRM),dcp-etsi
P,DCP Application Framing Layer,dcp-af
P,DCP Protection, Fragmentation & Transport Layer,dcp-pft
P,DCP Tag Packet Layer,dcp-tpl
P,Dynamic DNS Tools Protocol,ddtp
P,DEC Spanning Tree Protocol,dec_stp
P,DEC DNA Routing Protocol,dec_dna
P,DECT Protocol,dect
P,DeviceNet Protocol,devicenet
P,Dynamic Host Configuration Protocol,dhcp
P,DHCP Failover,dhcpfo
P,DHCPv6,dhcpv6
P,DHCPv6 Bulk Leasequery,dhcpv6.bulk_leasequery
P,Diameter Protocol,diameter
P,Diameter 3GPP,diameter.3gpp
P,Distributed Interactive Simulation,dis
P,X.519 Directory Information Shadowing Protocol,disp
P,Distcc Distributed Compiler,distcc
P,DJI UAV Drone Control Protocol,djiuav
P,Distributed Lock Manager,dlm3
P,Data Link SWitching,dlsw
P,Diagnostic Log and Trace (DLT),dlt
P,Direct Message Profile,dmp
P,DMX,dmx
P,DMX Channels,dmx_chan
P,DMX SIP,dmx_sip
P,DMX Test Frame,dmx_test
P,DMX Text Frame,dmx_text
P,Distributed Network Protocol 3.0,dnp3
P,Domain Name System,dns
P,Multicast Domain Name System,mdns
P,Link-local Multicast Name Resolution,llmnr
P,DOCSIS,docsis
P,DOCSIS Mac Management,docsis_mgmt
P,DOCSIS Synchronisation Message,docsis_sync
P,DOCSIS Upstream Channel Descriptor,docsis_ucd
P,DOCSIS Upstream Bandwidth Allocation - version 1,docsis_map
P,DOCSIS Upstream Bandwidth Allocation - version 5,docsis_map
P,DOCSIS Range Request Message,docsis_rngreq
P,DOCSIS Ranging Response,docsis_rngrsp
P,DOCSIS Registration Requests,docsis_regreq
P,DOCSIS Registration Responses,docsis_regrsp
P,DOCSIS Upstream Channel Change Request,docsis_uccreq
P,DOCSIS Upstream Channel Change Response,docsis_uccrsp
P,DOCSIS Baseline Privacy Key Management Request,docsis_bpkm.req
P,DOCSIS Baseline Privacy Key Management Response,docsis_bpkm.rsp
P,DOCSIS Registration Acknowledge,docsis_regack
P,DOCSIS Dynamic Service Addition Request,docsis_dsareq
P,DOCSIS Dynamic Service Addition Response,docsis_dsarsp
P,DOCSIS Dynamic Service Addition Acknowledge,docsis_dsaack
P,DOCSIS Dynamic Service Change Request,docsis_dscreq
P,DOCSIS Dynamic Service Change Response,docsis_dscrsp
P,DOCSIS Dynamic Service Change Acknowledgement,docsis_dscack
P,DOCSIS Dynamic Service Delete Request,docsis_dsdreq
P,DOCSIS Dynamic Service Delete Response,docsis_dsdrsp
P,DOCSIS Downstream Channel Change Request,docsis_dccreq
P,DOCSIS Downstream Channel Change Response,docsis_dccrsp
P,DOCSIS Downstream Channel Change Acknowledge,docsis_dccack
P,DOCSIS Upstream Channel Descriptor Type 29,docsis_type29ucd
P,DOCSIS Initial Ranging Message,docsis_intrngreq
P,DOCSIS Downstream Channel Descriptor,docsis_dcd
P,DOCSIS Mac Domain Description,docsis_mdd
P,DOCSIS Bonded Initial Ranging Message,docsis_bintrngreq
P,DOCSIS Upstream Channel Descriptor Type 35,docsis_type35ucd
P,DOCSIS Dynamic Bonding Change Request,docsis_dbcreq
P,DOCSIS Dynamic Bonding Change Response,docsis_dbcrsp
P,DOCSIS Dynamic Bonding Change Acknowledge,docsis_dbcack
P,DOCSIS Path Verify Request,docsis_dpv.req
P,DOCSIS Path Verify Response,docsis_dpv.rsp
P,DOCSIS CM-STATUS Report,docsis_cmstatus
P,DOCSIS Status Report Acknowledge,docsis_cmstatusack
P,DOCSIS CM Control Request,docsis_cmctrl.req
P,DOCSIS CM Control Response,docsis_cmctrlrsp
P,DOCSIS Registration Request Multipart,docsis_regreqmp
P,DOCSIS Registration Response Multipart,docsis_regrspmp
P,DOCSIS Energy Management Request,docsis_emreq
P,DOCSIS Energy Management Response,docsis_emrsp
P,DOCSIS OFDM Channel Descriptor,docsis_ocd
P,DOCSIS Downstream Profile Descriptor,docsis_dpd
P,DOCSIS Upstream Channel Descriptor Type 51,docsis_type51ucd
P,OFDM Downstream Profile Test Request,docsis_optreq
P,OFDM Downstream Profile Test Response,docsis_optrsp
P,OFDM Downstream Profile Test Acknowledge,docsis_optack
P,DOCSIS Resource Block Assignment Message,docsis_rba
P,DOCSIS Appendix C TLV's,docsis_tlv
P,DOCSIS Vendor Specific Encodings,docsis_vsif
P,DOF Tunnel Protocol Stack,dtps
P,DOF Protocol Stack,dof
P,DOF Protocol Stack TCP,dof-tcp
P,DOF Protocol Stack UDP,dof-udp
P,DOF Object Identifier,dof.oid
P,DOF Network Protocol,dof.dnp
P,DOF Network Protocol V0,dof.dnp.v0
P,DOF Network Protocol V1,dof.dnp.v1
P,DOF Presentation Protocol,dof.dpp
P,DOF Presentation Protocol V0,dof.dpp.v0
P,DOF Presentation Protocol V2,dof.dpp.v2
P,DOF Presentation Protocol V2 Support,dof.dpp.v2s
P,DOF Application Protocol,dof.app
P,DOF Session Protocol,dof.esp
P,DOF CCM Security Mode App,dof.ccm.app
P,DOF CCM Security Mode of Operation,dof.ccm
P,DOF CCM Security Mode DSP Options,dof.ccm.dsp
P,DOF Object Access Protocol,dof.oap
P,DOF Object Access Protocol DSP Options,dof.oap.dsp
P,DOF Secure Group Management Protocol,dof.sgmp
P,DOF Ticket Exchange Protocol Version 1,dof.tep1
P,DOF Ticket Exchange Protocol DSP Options,dof.tep1.dsp
P,DOF Ticket Request Protocol,dof.trp
P,DOF Ticket Request Protocol DSP Options,dof.trp.dsp
P,DoIP (ISO13400) Protocol,doip
P,X.501 Directory Operational Binding Management Protocol,dop
P,DisplayPort AUX-Channel,dpaux
P,DPAUXMON DisplayPort AUX channel monitor,dpauxmon
P,DirectPlay Protocol,dplay
P,DirectPlay 8 protocol,dpnet
P,Digital Private Signalling System No 1,dpnss
P,Digital Private Signalling System No 1 Link Layer,dpnss_link
P,Distributed Ruby,drb
P,DRBD Protocol,drbd
P,DRDA,drda
P,DRSUAPI,drsuapi
P,Data Stream Interface,dsi
P,MPEG DSM-CC,mpeg_dsmcc
P,X.519 Directory System Protocol,dsp
P,Dynamic Source Routing,dsr
P,Digital Transmission Content Protection over IP,dtcp-ip
P,Datagram Transport Layer Security,dtls
P,Dynamic Trunk Protocol,dtp
P,DeskTop PassThrough Protocol,dtpt
P,DCE Distributed Time Service Provider,dtsprovider
P,DCE Distributed Time Service Local Server,dtsstime_req
P,DPNSS/DASS2-User Adaptation Layer,dua
P,DVB Application Information Table,dvb_ait
P,DVB Bouquet Association Table,dvb_bat
P,DVB-DATA MultiProtocol Encapsulation,dvb_data_mpe
P,DVB Event Information Table,dvb_eit
P,ETSI IPDC Bootstrap,dvb_ipdc
P,DVB Network Information Table,dvb_nit
P,DVB-S2 Mode Adaptation Header,dvb-s2_modeadapt
P,DVB-S2 Baseband Frame,dvb-s2_bb
P,DVB-S2 GSE Packet,dvb-s2_gse
P,DVB Service Description Table,dvb_sdt
P,DVB Time and Date Table,dvb_tdt
P,DVB Time Offset Table,dvb_tot
P,DVB Common Interface,dvb-ci
P,Distance Vector Multicast Routing Protocol,dvmrp
P,Data Exchange Layer,dxl
P,E100 Encapsulation,e100
P,ITU-T E.164 number,e164
P,E1 Application Protocol,e1ap
P,ITU-T E.212 number,e212
P,Extensible Authentication Protocol,eap
P,802.1X Authentication,eapol
P,EBHSCR Protocol,ebhscr
P,Echo,echo
P,ECMP,ecmp
P,Edge Control Protocol,ecp21
P,ECP Protocol,ecp
P,evolved Common Public Radio Interface,ecpri
P,eDonkey Protocol,edonkey
P,Extreme Discovery Protocol,edp
P,EERO Protocol,eero
P,Ethernet Global Data,egd
P,Ericsson HDLC,ehdlc
P,EHS,ehs
P,Enhanced Interior Gateway Routing Protocol,eigrp
P,ETV-AM EISS Section,eiss
P,Elasticsearch,elasticsearch
P,ELCOM Communication Protocol,elcom
P,Executable and Linkable Format,elf
P,Ethernet Local Management Interface,elmi
P,OpenBSD Encapsulating device,enc
P,EtherNet/IP (Industrial Protocol),enip
P,Common Industrial Protocol, I/O,cipio
P,Common Industrial Protocol, I/O Class 1,cipio1
P,Device Level Ring,dlr
P,Endpoint Handlespace Redundancy Protocol,enrp
P,ENTTEC,enttec
P,Ethernet POWERLINK,epl
P,ETHERNET Powerlink V1.0,epl_v1
P,DCE/RPC Endpoint Mapper,epm
P,DCE/RPC Endpoint Mapper v4,epm4
P,Erlang Port Mapper Daemon,epmd
P,IEEE 802.3 EPON Preamble,epon
P,Extensible Record Format,erf
P,Erlang Distribution Protocol,erldp
P,Encapsulated Remote Switch Packet ANalysis,erspan
P,CISCO ERSPAN3 Marker Packet,cisco-erspan3-marker
P,SAIA Ether-S-I/O protocol,esio
P,ISO 9542 ESIS Routeing Information Exchange Protocol,esis
P,Extended Security Services,ess
P,802.1BR E-Tag,etag
P,Apache Etch Protocol,etch
P,Ethernet,eth
P,Ethernet over IP,etherip
P,Ethertype,ethertype
P,ETV-AM DII Section,etv-dii
P,ETV-AM DDB Section,etv-ddb
P,Enhanced Variable Rate Codec,evrc
P,Enhanced Voice Services,evs
P,Exablaze trailer,exablaze
P,Remote Process Execution,exec
P,EXPORTED_PDU,exported_pdu
P,F1 Application Protocol,f1ap
P,F5 Ethernet Trailer Protocol,f5ethtrailer
P,F5 Ethernet trailer provider - Noise,f5ethtrailer.provider.noise
P,F5 Ethernet Trailer Protocol - TLS Provider,f5ethtrailer.tls
P,F5 Capture Information,f5fileinfo
P,(Facebook) Zero Protocol,fb_zero
P,Fibre Channel,fc
P,Fibre Channel Delimiters,fcsof
P,Fc00 CryptoAuth,fc00
P,Fibre Channel Common Transport,fcct
P,Fibre Channel Name Server,fcdns
